LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,23,240.91,84.88,2,5.679999828,9
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,24,252.62,80.94,2,5.679999828,9
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,25,290.7,70.34,1,5.679999828,13.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,26,290.7,70.34,1,5.679999828,15
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,27,290.7,70.34,1,5.679999828,14.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,28,290.7,70.34,1,5.679999828,17.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,29,290.7,70.34,1,5.679999828,27
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,30,238.24,85.83,1,5.679999828,32.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,31,238.24,85.83,1,5.679999828,34.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,32,238.24,85.83,1,5.679999828,34.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,33,238.24,85.83,1,5.679999828,43
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,34,238.24,85.83,1,5.679999828,48
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,35,293.6,69.65,2,5.679999828,53
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,36,290.26,70.45,2,5.679999828,52
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,37,278.44,73.44,2,5.679999828,62
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,38,309.07,66.16,1,5.679999828,67
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,39,309.07,66.16,1,5.679999828,79.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,40,309.07,66.16,1,5.679999828,67.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,41,309.07,66.16,1,5.679999828,76.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,42,309.07,66.16,1,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,43,289.49,70.63,2,5.679999828,80.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,44,293.48,69.67,2,5.679999828,78.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,45,288.15,70.96,2,5.679999828,85.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,46,285.32,71.67,2,5.679999828,85.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,47,286.16,71.46,2,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,48,287.28,71.18,2,5.679999828,69
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,49,279.03,73.28,2,5.679999828,75.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,50,278.31,73.47,2,5.679999828,75.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,51,244.51,83.63,1,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,52,244.51,83.63,1,5.679999828,68.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,53,244.51,83.63,1,5.679999828,72.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,54,244.51,83.63,1,5.679999828,66.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,55,244.51,83.63,1,5.679999828,68.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,56,278.56,73.41,2,5.679999828,71.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,57,297.42,68.75,2,5.679999828,73
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,58,288.94,70.77,2,5.679999828,73
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,59,286.19,71.45,2,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,60,289.14,70.72,1,5.679999828,75.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,61,289.14,70.72,1,5.679999828,71
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,62,289.14,70.72,1,5.679999828,71
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,63,284.9,71.77,1,5.679999828,72.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,64,280.65,72.86,1,5.679999828,65.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,65,280.65,72.86,1,5.679999828,63
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,66,280.65,72.86,1,5.679999828,70
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,67,303.28,67.42,2,5.679999828,62.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,68,284.28,71.93,1,5.679999828,64
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,69,284.28,71.93,1,5.679999828,52.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,70,284.28,71.93,1,5.679999828,58
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,71,284.28,71.93,1,5.679999828,53.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,72,295.36,69.23,1,5.679999828,39.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,73,306.43,66.73,1,5.679999828,41.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,74,306.43,66.73,1,5.679999828,43
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,75,306.43,66.73,1,5.679999828,41
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,76,284.82,71.79,1,5.679999828,37
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,77,263.2,77.69,1,5.679999828,34.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,78,263.2,77.69,1,5.679999828,24.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,79,263.2,77.69,1,5.679999828,24.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,80,263.2,77.69,1,5.679999828,23
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,81,252.78,80.89,2,5.679999828,25
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,82,275.29,74.28,2,5.679999828,17.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,83,263.89,77.49,2,5.679999828,17
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,84,262.01,78.04,2,5.679999828,17
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,85,278.97,73.3,2,5.679999828,15.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,86,293,69.79,2,5.679999828,17
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,87,276.91,73.84,2,5.679999828,12.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,88,262.95,77.76,2,5.679999828,17.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,89,262.5,77.9,2,5.679999828,16
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,90,255.91,79.9,2,5.679999828,13.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,91,262.34,77.94,2,5.679999828,16.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,92,263.8,77.51,2,5.679999828,10.5
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,93,303.49,67.38,2,5.679999828,12
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,94,296.19,69.04,2,5.679999828,12
AL2473,A49 between A40 and A4137 (AL2473),12/13/2014 0:00,95,276.89,73.85,2,5.679999828,8.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,0,262.3,77.96,2,5.679999828,8
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,1,234.24,87.3,2,5.679999828,5.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,2,274,74.63,2,5.679999828,7.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,3,265.38,77.05,2,5.679999828,5.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,4,230.88,88.57,2,5.679999828,4.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,5,250.66,81.58,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,6,234.02,87.38,2,5.679999828,3.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,7,260.22,78.58,3,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,8,241.94,84.52,2,5.679999828,4
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,9,246.04,83.11,2,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,10,301.37,67.85,2,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,11,282.24,72.45,2,5.679999828,2.88
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,12,301.86,67.74,5,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,13,201.46,101.5,3,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,14,222.75,91.8,2,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,15,228.55,89.47,2,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,16,269.39,75.9,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,17,301.86,67.74,5,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,18,248.53,82.28,2,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,19,255.42,80.06,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,20,261.61,78.16,2,5.679999828,3.63
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,21,247.65,82.57,2,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,22,236.55,86.44,2,5.679999828,4
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,23,271.45,75.33,2,5.679999828,5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,24,271.11,75.42,2,5.679999828,7
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,25,255.88,79.91,2,5.679999828,6
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,26,271.08,75.43,2,5.679999828,9
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,27,268.45,76.17,2,5.679999828,10
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,28,259.09,78.92,2,5.679999828,12
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,29,263.77,77.52,2,5.679999828,17.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,30,285.53,71.61,2,5.679999828,25.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,31,279.29,73.21,2,5.679999828,24.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,32,249.34,82.01,2,5.679999828,22
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,33,253.32,80.72,2,5.679999828,24.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,34,282.25,72.45,2,5.679999828,33.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,35,256.82,79.62,1,5.679999828,41
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,36,256.82,79.62,1,5.679999828,37
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,37,256.82,79.62,1,5.679999828,50
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,38,252.85,80.87,1,5.679999828,59
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,39,248.88,82.16,1,5.679999828,63.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,40,248.88,82.16,1,5.679999828,59
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,41,248.88,82.16,1,5.679999828,72.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,42,303.62,67.35,2,5.679999828,71
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,43,284.23,71.94,2,5.679999828,73
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,44,281.47,72.65,2,5.679999828,64.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,45,279.74,73.1,2,5.679999828,68
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,46,281.31,72.69,2,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,47,294.29,69.48,2,5.679999828,75.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,48,285.56,71.61,2,5.679999828,70.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,49,281.05,72.76,2,5.679999828,72.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,50,328.48,62.25,1,5.679999828,66
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,51,328.48,62.25,1,5.679999828,76.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,52,328.48,62.25,1,5.679999828,69.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,53,328.48,62.25,1,5.679999828,74
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,54,298.5,68.5,1,5.679999828,69
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,55,268.52,76.15,1,5.679999828,65.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,56,268.52,76.15,1,5.679999828,69.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,57,268.52,76.15,1,5.679999828,68
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,58,268.52,76.15,1,5.679999828,75
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,59,285.69,71.57,2,5.679999828,79.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,60,272.53,75.03,2,5.679999828,76
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,61,290.39,70.42,2,5.679999828,71.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,62,293.41,69.69,1,5.679999828,72
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,63,293.41,69.69,1,5.679999828,68.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,64,293.41,69.69,1,5.679999828,70.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,65,293.41,69.69,1,5.679999828,69
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,66,293.41,69.69,1,5.679999828,62.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,67,292.1,70,2,5.679999828,62.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,68,305.4,66.95,2,5.679999828,59
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,69,286.69,71.32,2,5.679999828,61
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,70,292.49,69.91,2,5.679999828,51.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,71,302.72,67.55,2,5.679999828,45
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,72,235.14,86.96,1,5.679999828,40.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,73,235.14,86.96,1,5.679999828,37
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,74,235.14,86.96,1,5.679999828,32
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,75,235.14,86.96,1,5.679999828,36.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,76,235.14,86.96,1,5.679999828,35
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,77,285.54,71.61,2,5.679999828,33.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,78,295.48,69.2,2,5.679999828,26
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,79,252.69,80.92,1,5.679999828,26
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,80,252.69,80.92,1,5.679999828,24.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,81,252.69,80.92,1,5.679999828,20
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,82,263.25,77.68,1,5.679999828,16.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,83,273.81,74.68,1,5.679999828,15.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,84,273.81,74.68,1,5.679999828,13.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,85,273.81,74.68,1,5.679999828,10.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,86,272.29,75.1,2,5.679999828,12.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,87,266.33,76.78,2,5.679999828,10.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,88,260.72,78.43,2,5.679999828,12
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,89,253.52,80.66,2,5.679999828,9
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,90,246.62,82.91,2,5.679999828,7.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,91,320,63.9,2,5.679999828,6.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,92,282.87,72.29,2,5.679999828,6
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,93,255.98,79.88,2,5.679999828,5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,94,224.16,91.22,3,5.679999828,4.5
AL2473,A49 between A40 and A4137 (AL2473),12/14/2014 0:00,95,273.62,74.73,2,5.679999828,5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,0,261.33,78.25,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,1,273.33,74.81,3,5.679999828,4
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,2,230.57,88.68,2,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,3,247.79,82.52,2,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,4,247.98,82.46,2,5.679999828,1.88
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,5,242.42,84.35,3,5.679999828,1.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,6,218.81,93.45,3,5.679999828,1.13
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,7,273.49,74.77,2,5.679999828,1.25
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,8,301.86,67.74,5,5.679999828,1
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,9,240.27,85.1,2,5.679999828,1.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,10,272.64,75,3,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,11,280.84,72.81,3,5.679999828,2
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,12,301.86,67.74,5,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,13,301.86,67.74,5,5.679999828,2.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,14,225.07,90.85,2,5.679999828,3
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,15,238.36,85.79,2,5.679999828,4
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,16,291.86,70.06,2,5.679999828,5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,17,306.48,66.72,2,5.679999828,9
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,18,252.49,80.99,2,5.679999828,11
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,19,307.55,66.49,2,5.679999828,10.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,20,251.37,81.35,2,5.679999828,13
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,21,261.31,78.25,2,5.679999828,28
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,22,251.95,81.16,1,5.679999828,22.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,23,251.95,81.16,1,5.679999828,24.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,24,251.95,81.16,1,5.679999828,28
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,25,251.95,81.16,1,5.679999828,39.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,26,286.47,71.38,1,5.679999828,43.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,27,286.47,71.38,1,5.679999828,58
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,28,286.47,71.38,1,5.679999828,66.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,29,286.47,71.38,1,5.679999828,81.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,30,321.9,63.52,2,5.679999828,104.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,31,307.87,66.42,2,5.679999828,115
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,32,297.69,68.69,1,5.679999828,95.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,33,297.69,68.69,1,5.679999828,115
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,34,297.69,68.69,1,5.679999828,118.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,35,293.71,69.62,1,5.679999828,102.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,36,301.33,67.86,1,5.679999828,84
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,37,314.72,64.97,1,5.679999828,81.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,38,328.11,62.32,1,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,39,299.37,68.3,1,5.679999828,76.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,40,270.62,75.56,1,5.679999828,65.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,41,270.62,75.56,1,5.679999828,79.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,42,270.62,75.56,1,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,43,309.25,66.12,2,5.679999828,69
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,44,300.78,67.98,2,5.679999828,71.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,45,286.59,71.35,2,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,46,288.16,70.96,1,5.679999828,64.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,47,288.16,70.96,1,5.679999828,70.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,48,288.16,70.96,1,5.679999828,68.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,49,277.76,73.62,1,5.679999828,68.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,50,267.36,76.48,1,5.679999828,60.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,51,267.36,76.48,1,5.679999828,59.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,52,281.34,72.68,1,5.679999828,69.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,53,295.32,69.24,1,5.679999828,72
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,54,295.32,69.24,1,5.679999828,70
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,55,312.28,65.48,1,5.679999828,74
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,56,321.36,63.63,1,5.679999828,69.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,57,315.17,64.88,1,5.679999828,74
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,58,352.01,58.09,1,5.679999828,74.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,59,352.01,58.09,1,5.679999828,76.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,60,317.16,64.47,1,5.679999828,72.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,61,282.31,72.43,1,5.679999828,71
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,62,282.31,72.43,1,5.679999828,68.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,63,284.83,71.79,1,5.679999828,85
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,64,284.83,71.79,1,5.679999828,81
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,65,284.83,71.79,1,5.679999828,82.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,66,320.69,63.76,2,5.679999828,82
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,67,300.4,68.07,1,5.679999828,76.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,68,300.4,68.07,1,5.679999828,85.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,69,300.4,68.07,1,5.679999828,82.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,70,300.4,68.07,1,5.679999828,69
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,71,300.4,68.07,1,5.679999828,68
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,72,284,72,2,5.679999828,62
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,73,288.62,70.85,2,5.679999828,49
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,74,304.12,67.24,2,5.679999828,45.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,75,299.44,68.29,2,5.679999828,44
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,76,288.5,70.88,2,5.679999828,41.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,77,271.29,75.37,2,5.679999828,37.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,78,273.34,74.81,2,5.679999828,28.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,79,297.09,68.83,2,5.679999828,22
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,80,330.29,61.91,1,5.679999828,17.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,81,330.29,61.91,1,5.679999828,20.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,82,330.29,61.91,1,5.679999828,16.5
AL2473,A49 between A40 and A4137 (AL2473),12/15/2014 0:00,83,330.29,61.91,1,5.679999828,21
